frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,362482.139501,80338.000000,65.283995
4,1217882.106652,142740.000000,2003.220906
8,327997.530946,35178.000000,878.784388
16,398744.111113,242848.000000,219.938628
32,317538.960942,105742.000000,255.636461
64,283488.040291,138200.000000,1366.493322
128,220864.618341,79387.000000,11815.068557
256,806118.185070,390256.000000,2319.357454
512,916383.370939,117173.000000,5441.815138
1024,385009.286845,132940.000000,2528.758589
2048,2425056.928057,323664.000000,129803.585205
4096,853161.088779,138110.000000,93933.449777
8192,696788.502958,248017.000000,130059.829425
16384,1312178.439449,117496.000000,298298.102805
32768,1336664.036382,160872.000000,101761.211628
65536,350917.529521,114010.000000,149256.029714
