frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,506897.716358,216068.000000,403.040941
4,544567.786832,284482.000000,1838.742233
8,580790.609801,158879.000000,263.324894
16,750333.859372,257263.000000,142.611360
32,967792.911692,284773.000000,9320.307881
64,1023145.456334,295950.000000,281.898918
128,1011017.325773,282558.000000,1114.818371
256,847869.774550,220678.000000,4645.276526
512,1056281.010895,279832.000000,74083.914563
1024,1048913.399033,257883.000000,52510.324061
2048,1718212.576461,293729.000000,164826.486955
4096,516037.478811,165801.000000,216831.538967
8192,2421709.769326,273105.000000,1170673.748301
16384,1563894.857919,240188.000000,1046831.358253
32768,2028354.942559,243177.000000,1660553.358929
65536,310480.895238,71346.000000,0.000000
