frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,446937.452876,242811.000000,269.120791
4,181963.591380,32066.000000,220.011363
8,554887.689681,54665.000000,100.568385
16,3925187.001385,258890.000000,36688.278741
32,324562.844639,73640.000000,657.574330
64,835243.731425,184783.000000,900.334938
128,4657323.299468,250754.000000,625191.271809
256,395347.487356,74174.000000,2480.043750
512,593666.795514,307619.000000,2351.763381
1024,387454.464348,169092.000000,17051.026010
2048,500491.097418,143837.000000,7408.151794
4096,562822.617886,102764.000000,110742.125002
8192,185581.506800,32527.000000,26356.831961
16384,74479.371124,9622.000000,25063.068567
32768,482820.790456,212906.000000,142640.510859
65536,267809.632194,131028.000000,216992.206581
