frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,604139.495382,252382.000000,445.060670
4,824847.274722,268540.000000,146.000000
8,746245.300988,289014.000000,38.000000
16,781535.909934,296430.000000,16141.021870
32,1201300.174622,297598.000000,134.145443
64,1203663.268001,230217.000000,1260.274177
128,1009333.004832,246669.000000,2439.548319
256,1252904.841802,277893.000000,3561.185617
512,963550.637133,252309.000000,20534.904870
1024,1298205.431379,264889.000000,394635.105629
2048,1014101.604605,289120.000000,58760.662649
4096,1828396.457818,306497.000000,271961.099316
8192,995902.315119,256992.000000,238139.622575
16384,1313830.110590,205010.000000,312005.206900
32768,2450261.013282,286809.000000,794740.856873
65536,1862303.783283,286245.000000,1378722.027136
