frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,797233.621458,256035.000000,175.145654
4,367400.037636,147376.000000,250.595291
8,208328.761445,132631.000000,129.634100
16,929110.091805,296276.000000,216.441678
32,525727.193539,169433.000000,408.800685
64,920597.661977,272566.000000,12077.274941
128,622689.436096,227426.000000,9482.754347
256,1676564.489371,298764.000000,1858.434018
512,982413.650239,297417.000000,77971.750429
1024,881231.598507,271498.000000,27751.786321
2048,714844.757850,232395.000000,221192.349280
4096,884357.800619,202784.000000,285791.232114
8192,1244152.548622,266902.000000,490905.230583
16384,1273174.342617,300550.000000,1015836.211711
32768,1557470.259122,267354.000000,920634.939116
65536,2406186.314756,281530.000000,1716493.238337
