frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,344783.274982,170608.000000,578.412483
4,397439.583732,201549.000000,183.951080
8,569509.966781,280242.000000,429.267982
16,350534.644883,145114.000000,497.659522
32,247108.327470,117924.000000,1048.233753
64,474543.255684,181349.000000,15806.776174
128,519898.841383,252083.000000,5799.026298
256,445836.723789,247129.000000,2402.975447
512,489144.951779,179251.000000,4646.794809
1024,453393.870958,201848.000000,114433.896993
2048,617181.330386,236593.000000,97914.382595
4096,116864.177621,33995.000000,10129.799998
8192,774040.642863,294094.000000,232259.890065
16384,443679.768369,207660.000000,210492.330309
32768,949450.528327,290678.000000,452785.151777
65536,330911.775489,101015.000000,140355.242382
