frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,469972.637265,112548.000000,28.670542
4,197339.825453,81323.000000,2151.918679
8,400145.525660,76977.000000,16.000000
16,2033229.985184,160203.000000,166.192659
32,184624.600972,43329.000000,4005.453158
64,249911.567669,88506.000000,3376.976754
128,412029.208969,178176.000000,27925.219122
256,694044.795341,235573.000000,24757.204305
512,313312.351161,61911.000000,10887.808870
1024,269247.282805,47951.000000,4406.191439
2048,900366.109448,118790.000000,36338.764330
4096,739834.627879,221146.000000,15103.688324
8192,506094.898489,227157.000000,47673.762543
16384,414330.036980,233344.000000,45896.264587
32768,475395.004064,109047.000000,233946.510429
65536,386596.351876,212665.000000,242571.001851
