frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,791858.159703,32577.000000,0.000000
4,726076.663848,35818.000000,0.000000
8,664342.460260,31712.000000,0.000000
16,1069181.438380,35820.000000,0.000000
32,912315.088878,34429.000000,0.000000
64,950274.568827,34003.000000,0.000000
128,1315282.939707,88115.000000,0.000000
256,867728.639645,34954.000000,0.000000
512,1232211.852485,66571.000000,0.000000
1024,968060.378562,34944.000000,0.000000
2048,1225878.838757,86802.000000,0.000000
4096,2709334.277214,191406.000000,0.000000
8192,2139252.732341,213947.000000,0.000000
16384,346005.569647,37698.000000,0.000000
32768,959601.170936,37287.000000,0.000000
65536,434232.600347,30236.000000,0.000000
