frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,775441.976963,36320.000000,54.442630
4,754651.077908,34424.000000,117.273185
8,797983.820184,33504.000000,141.272786
16,505144.953662,36299.000000,7239.593980
32,982953.613000,37262.000000,38964.644680
64,905281.027383,32585.000000,34146.512223
128,1143013.798437,54173.000000,88845.557677
256,1455279.386196,123291.000000,100885.172915
512,1306753.618916,102978.000000,95352.360243
1024,1069548.061525,35357.000000,193194.038780
2048,1080323.774984,36893.000000,168567.339162
4096,952523.672691,34542.000000,44535.009577
8192,998799.754590,31662.000000,264756.405532
16384,951700.713593,51425.000000,432049.071586
32768,1107128.259256,46863.000000,506356.129953
65536,1660472.637099,108025.000000,1547438.507659
