frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,836756.564835,34529.000000,18281.489108
4,663900.549112,31641.000000,427.716027
8,747778.042345,36015.000000,39985.267212
16,992790.815667,35840.000000,41412.736169
32,608550.656583,34447.000000,244.223259
64,827381.110599,34921.000000,32292.837519
128,883380.977964,35364.000000,32595.641963
256,1160980.912757,67975.000000,87819.969603
512,1226373.282688,107351.000000,47169.686993
1024,1127459.573184,52590.000000,179078.066326
2048,1155308.058557,38144.000000,186051.588295
4096,2695334.058611,181058.000000,258883.765843
8192,1676488.200548,113813.000000,802090.266415
16384,948017.306287,34535.000000,468247.990524
32768,1753181.550083,118037.000000,1636338.778530
65536,883197.352999,52128.000000,705049.892434
