frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,762225.170904,31658.000000,7526.542832
4,600774.698730,33036.000000,149.866607
8,500277.979220,34437.000000,571.448160
16,624287.030965,33495.000000,40152.968969
32,916941.368861,31702.000000,55947.186891
64,891629.017060,35355.000000,3575.657702
128,1134718.942752,63741.000000,115698.849584
256,996127.031160,35202.000000,95584.266273
512,903391.663819,41405.000000,115353.445341
1024,1074531.902620,38153.000000,125623.529150
2048,1157859.611253,80403.000000,234314.338003
4096,1150154.623918,77987.000000,704306.476617
8192,1092922.883880,34665.000000,273150.554508
16384,1015828.823429,34929.000000,352468.543682
32768,602467.166418,34894.000000,415066.086044
65536,1286257.014798,63051.000000,846505.588455
