frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,748871.587959,48847.000000,59.849812
4,612968.194969,44193.000000,711.391594
8,1036594.457423,48849.000000,52718.266445
16,1061050.005479,48424.000000,41270.244620
32,1104471.406734,48551.000000,43852.897555
64,1171557.965752,42995.000000,64166.720502
128,1219362.952390,63888.000000,59284.423932
256,1105820.318491,42136.000000,102742.214819
512,1276000.350063,71334.000000,146108.342007
1024,1031016.221049,48852.000000,162560.440348
2048,1365859.771302,110832.000000,261321.992718
4096,1208884.880180,72077.000000,269366.625429
8192,1598009.026009,97222.000000,321174.340326
16384,1579992.666055,111047.000000,384252.208797
32768,485998.155670,40013.000000,272282.527572
65536,1910867.606591,125703.000000,1702840.872039
