frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,691316.727772,44202.000000,27924.240384
4,863572.274102,43503.000000,187.954782
8,741879.052628,44197.000000,551.321141
16,1086319.495345,41413.000000,689.968840
32,945769.703102,46581.000000,45546.533501
64,1085421.736859,47112.000000,72495.703983
128,1114266.023849,48374.000000,85671.415916
256,965613.946064,53497.000000,95888.550187
512,946954.750234,45601.000000,110503.512528
1024,1467281.700484,134069.000000,132873.529490
2048,2210320.496859,179848.000000,334088.207890
4096,1232740.155694,51793.000000,145052.153345
8192,2970926.539916,231937.000000,337041.364383
16384,2823559.881931,222851.000000,541952.571033
32768,4021205.735971,254833.000000,3059434.567924
65536,490833.829345,45592.000000,0.000000
