frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,769194.901333,27910.000000,32584.443466
4,450834.303869,28410.000000,91.618775
8,804104.090196,27994.000000,441.685408
16,947405.337280,32105.000000,536.193995
32,986372.846239,33027.000000,22671.771854
64,848716.739205,30387.000000,54670.713220
128,1024160.624297,27956.000000,4347.531714
256,1294797.969505,128002.000000,52699.004896
512,993785.480539,29323.000000,127642.179020
1024,962480.878137,29321.000000,180884.850676
2048,1620169.439595,158319.000000,263666.464106
4096,1318716.031646,80694.000000,256887.030975
8192,1596560.609117,105587.000000,236309.924225
16384,2933289.194593,263182.000000,1133399.875911
32768,3284643.726107,201444.000000,472106.604388
65536,1694695.830918,120533.000000,509242.751874
