frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,812459.200582,41573.000000,23265.236943
4,700283.904005,40955.000000,22330.347848
8,877897.606673,38153.000000,4225.555703
16,923766.433548,41121.000000,456.546821
32,1000870.374571,37736.000000,202.281981
64,1204307.933871,73014.000000,72047.288880
128,1025265.499560,41519.000000,79148.078246
256,987037.275175,36714.000000,104135.135968
512,1170443.355863,40501.000000,142079.991639
1024,1601180.846841,138942.000000,136272.631339
2048,1347176.617921,106794.000000,119183.896530
4096,492713.386092,41866.000000,55736.095558
8192,1293370.377110,52311.000000,335695.941857
16384,1906062.901795,146452.000000,1287828.625650
32768,1573268.290000,119601.000000,994556.022134
65536,1325316.871900,103883.000000,1040938.375656
