frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,526532.606655,29775.000000,28973.009543
4,594391.172217,29319.000000,20948.041340
8,696404.896993,31692.000000,149.465715
16,855578.714929,29348.000000,34021.485755
32,765806.950536,32620.000000,30280.068147
64,694650.359830,29306.000000,20307.589419
128,1103332.434319,66548.000000,83245.558338
256,1341105.421699,115511.000000,71565.689670
512,1594996.575531,145355.000000,129206.684529
1024,815853.630877,31173.000000,97002.048762
2048,1534313.121455,109571.000000,307052.572837
4096,890787.224917,28844.000000,277109.151215
8192,929150.864250,32894.000000,137374.303278
16384,1113040.725559,29348.000000,331091.890197
32768,2092190.005326,165262.000000,705512.002660
65536,962997.222806,39894.000000,555470.451272
