frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,955637.920931,38153.000000,562.785927
4,833495.441445,37692.000000,1843.324985
8,762342.634830,39077.000000,109.151271
16,974832.651583,37232.000000,47671.784873
32,1060618.507898,40191.000000,235.760472
64,1033902.669987,36294.000000,70829.245669
128,1009730.922584,39555.000000,57834.301673
256,1426229.356808,126864.000000,134890.996360
512,1031214.379021,36903.000000,142883.429106
1024,1351270.363186,102121.000000,69998.628922
2048,1454742.494123,130697.000000,196621.639305
4096,1263801.874240,103781.000000,543271.419651
8192,1406121.472627,80176.000000,541936.066989
16384,1131383.065096,41875.000000,477691.053441
32768,2808282.581381,280800.000000,2223891.786580
65536,1490611.375265,161619.000000,844589.148212
