frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,761042.190816,27458.000000,18645.217993
4,817657.207758,27997.000000,17.000000
8,464329.928460,28395.000000,120.660681
16,942547.006263,29357.000000,24387.578211
32,967216.871682,32299.000000,253.830652
64,992877.413211,29341.000000,20786.330388
128,1217392.806690,83030.000000,74938.874051
256,2099914.212720,174143.000000,33879.212447
512,1095129.905982,30979.000000,109903.271498
1024,867712.192655,30293.000000,129135.614801
2048,1126308.618052,49063.000000,259943.039693
4096,1475724.421385,112416.000000,236896.290488
8192,1573058.968241,104172.000000,960574.839459
16384,2421244.453358,252046.000000,990542.754908
32768,2468738.776152,194024.000000,1966159.471424
65536,3213771.900493,176527.000000,3212808.582854
