frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,728095.288642,44656.000000,125.872952
4,849759.216091,44258.000000,119.720508
8,561015.075882,44203.000000,211.307832
16,722170.223297,44672.000000,168.175504
32,1203072.223421,44780.000000,167.770677
64,892436.585746,43267.000000,41642.399258
128,1264699.407220,71895.000000,32119.569331
256,1147471.890720,43268.000000,74449.770376
512,1061933.236554,45145.000000,129324.999772
1024,1248600.111591,75691.000000,233892.349264
2048,2095969.076765,170967.000000,236833.849707
4096,1550503.907563,144411.000000,337541.136776
8192,2099770.219351,242838.000000,727007.772083
16384,1506636.155367,118259.000000,875811.780287
32768,2207367.347206,154102.000000,1619075.595445
65536,1107591.485273,82151.000000,759403.833067
