frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,888187.310225,42374.000000,7093.629748
4,1007953.428919,40060.000000,26286.304362
8,910178.758376,41873.000000,39238.420050
16,1022689.582399,38158.000000,43566.890203
32,1051857.028845,42384.000000,61359.193158
64,1173724.563807,70326.000000,42292.690799
128,1115368.921211,38763.000000,73658.322958
256,1334816.003877,94203.000000,115736.432479
512,1132347.186157,50968.000000,121670.698194
1024,1294424.905523,94470.000000,280201.446938
2048,1027390.115482,70571.000000,288332.076154
4096,1094637.528163,55545.000000,255126.038446
8192,1094122.404381,89006.000000,513673.754584
16384,1104942.850799,63822.000000,176104.264128
32768,1042217.322459,39269.000000,484622.344904
65536,953345.836802,39128.000000,565582.350025
