frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,828202.819430,45141.000000,33963.010968
4,615512.200577,42805.000000,58.617404
8,821688.595423,43279.000000,67.007462
16,1036642.835061,51646.000000,37838.866725
32,821265.879276,41876.000000,1770.668235
64,979099.471181,47865.000000,62973.765323
128,1231101.084846,66093.000000,10292.332292
256,1312263.943145,80235.000000,137683.811913
512,1302201.603695,54727.000000,151697.570458
1024,1002733.231545,44712.000000,194962.171633
2048,2598062.832194,216481.000000,733726.564037
4096,1033119.063709,56618.000000,399470.595628
8192,1197562.053146,47933.000000,208860.803977
16384,1399283.685839,120798.000000,1110903.254952
32768,3043799.361810,226271.000000,2102045.850589
65536,1629916.714770,110038.000000,1141095.460008
