frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,830710.837186,34432.000000,0.000000
4,722425.279987,32099.000000,0.000000
8,847479.133328,36765.000000,0.000000
16,1079495.260555,35088.000000,0.000000
32,788567.221941,32588.000000,0.000000
64,1099739.986334,36766.000000,0.000000
128,1229340.637522,82072.000000,0.000000
256,859045.610385,38619.000000,0.000000
512,1233270.823808,86936.000000,0.000000
1024,1480544.053704,149474.000000,0.000000
2048,994693.518511,35372.000000,0.000000
4096,1036682.301960,34023.000000,0.000000
8192,874325.064411,34433.000000,0.000000
16384,1974814.109635,205318.000000,0.000000
32768,4185461.036941,215569.000000,0.000000
65536,650834.462712,49287.000000,0.000000
