frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,661298.972818,38159.000000,0.000000
4,1022516.809353,41006.000000,0.000000
8,682124.974784,38149.000000,0.000000
16,977108.962835,40935.000000,0.000000
32,1223682.068605,38343.000000,0.000000
64,1152818.792133,37218.000000,0.000000
128,773116.243268,37213.000000,0.000000
256,1201777.937691,43764.000000,0.000000
512,1127362.584198,40013.000000,0.000000
1024,1309015.687002,81803.000000,0.000000
2048,1182426.588344,86787.000000,0.000000
4096,1338867.147787,83262.000000,0.000000
8192,1991217.551827,160671.000000,0.000000
16384,2495309.000950,157478.000000,0.000000
32768,1888920.430100,184549.000000,0.000000
65536,3147937.368149,176817.000000,0.000000
