frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,759718.141183,28408.000000,0.000000
4,664473.293954,26997.000000,0.000000
8,860874.828889,28386.000000,0.000000
16,902814.833371,29068.000000,0.000000
32,950272.592885,27452.000000,0.000000
64,792359.884044,30702.000000,0.000000
128,1132354.387112,75758.000000,0.000000
256,1422482.330278,120189.000000,0.000000
512,879509.177882,28577.000000,0.000000
1024,1243017.827982,109758.000000,0.000000
2048,797087.307576,29996.000000,0.000000
4096,1121892.204203,77526.000000,0.000000
8192,1204974.343790,99273.000000,0.000000
16384,3340656.815513,213156.000000,0.000000
32768,1381919.755598,126134.000000,0.000000
65536,2120186.778623,150058.000000,0.000000
