frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,526363.649140,40489.000000,0.000000
4,661752.126892,46587.000000,0.000000
8,969708.627775,43815.000000,0.000000
16,717651.072523,40020.000000,0.000000
32,976064.956367,40484.000000,0.000000
64,1181800.830529,71416.000000,0.000000
128,1072993.752146,39553.000000,0.000000
256,1092472.620726,41070.000000,0.000000
512,1024859.172531,42807.000000,0.000000
1024,1242884.435378,100298.000000,0.000000
2048,1274162.224610,84870.000000,0.000000
4096,1672387.045922,170630.000000,0.000000
8192,1037964.879966,42451.000000,0.000000
16384,2023744.887253,204770.000000,0.000000
32768,884719.984782,40518.000000,0.000000
65536,2337195.612711,142582.000000,0.000000
