frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,551767.226772,32129.000000,287.278610
4,615133.413725,34920.000000,77.743167
8,716851.020349,37256.000000,28380.046441
16,903886.226392,34897.000000,27799.991043
32,893708.485010,33033.000000,30365.515260
64,1072578.258800,36368.000000,46993.191794
128,1332442.103870,113704.000000,78320.138579
256,1046949.088258,32569.000000,94356.252845
512,1091095.011318,42017.000000,106548.532144
1024,1101507.870601,33179.000000,129509.813775
2048,1018123.486514,33532.000000,110535.822153
4096,2480855.883096,239344.000000,551608.838981
8192,3523843.420543,224193.000000,203133.934834
16384,1636074.333326,116299.000000,462121.320628
32768,3959235.644572,264421.000000,3018857.870143
65536,682036.549651,31686.000000,0.000000
