frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,613081.707115,48383.000000,0.000000
4,877343.489688,41451.000000,0.000000
8,1009984.742260,41402.000000,0.000000
16,976879.353320,47916.000000,0.000000
32,1140557.246984,52573.000000,0.000000
64,1152775.473995,47598.000000,0.000000
128,1079854.771755,44201.000000,0.000000
256,1267744.824831,94483.000000,0.000000
512,1094797.864353,46056.000000,0.000000
1024,1494330.267530,126269.000000,0.000000
2048,975611.183051,51184.000000,0.000000
4096,1105056.477087,52324.000000,0.000000
8192,1408390.866158,103548.000000,0.000000
16384,1262468.632933,52220.000000,0.000000
32768,309178.210317,38625.000000,0.000000
65536,4026519.988558,295456.000000,0.000000
