frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,818665.862551,44668.000000,0.000000
4,910584.238771,43264.000000,0.000000
8,819608.988191,42357.000000,0.000000
16,1120571.451240,45129.000000,0.000000
32,1018143.608039,40011.000000,0.000000
64,1138267.008930,40262.000000,0.000000
128,878086.091093,43315.000000,0.000000
256,1313798.781876,86577.000000,0.000000
512,1586041.853797,128748.000000,0.000000
1024,1609058.362178,140177.000000,0.000000
2048,2091264.006050,183649.000000,0.000000
4096,1058580.226629,44285.000000,0.000000
8192,1771830.489089,130392.000000,0.000000
16384,1038494.145729,63588.000000,0.000000
32768,1798542.243506,175813.000000,0.000000
65536,5452336.251550,287738.000000,0.000000
