frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,598380.778277,39551.000000,0.000000
4,914863.640078,37258.000000,0.000000
8,1027492.944311,38620.000000,0.000000
16,1127090.181749,38168.000000,0.000000
32,1111699.939540,40530.000000,0.000000
64,1186263.855701,49667.000000,0.000000
128,818326.743063,37223.000000,0.000000
256,1265109.117263,78749.000000,0.000000
512,1141047.162989,44399.000000,0.000000
1024,1234604.151372,56502.000000,0.000000
2048,1165939.478615,38923.000000,0.000000
4096,2133177.610817,169428.000000,0.000000
8192,1760660.360337,134157.000000,0.000000
16384,1504970.732650,120874.000000,0.000000
32768,799488.153958,48380.000000,0.000000
65536,2337405.365610,179673.000000,0.000000
