frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
65536,147242.839690,147242.839690,147242.839690,147242.839690,147242.839690,147242.839690,147242.839690,45003.000000,45003.000000,45003.000000,45003.000000,45003.000000,45003.000000,45003.000000
1024,266092.148251,266092.148251,266092.148251,266092.148251,266092.148251,266092.148251,266092.148251,60069.000000,60069.000000,60069.000000,60069.000000,60069.000000,60069.000000,60069.000000
32768,168111.637970,168111.637970,168111.637970,168111.637970,168111.637970,168111.637970,168111.637970,59245.000000,59245.000000,59245.000000,59245.000000,59245.000000,59245.000000,59245.000000
8,203946.960916,203946.960916,203946.960916,203946.960916,203946.960916,203946.960916,203946.960916,80275.000000,80275.000000,80275.000000,80275.000000,80275.000000,80275.000000,80275.000000
16384,94190.249936,94190.249936,94190.249936,94190.249936,94190.249936,94190.249936,94190.249936,25583.000000,25583.000000,25583.000000,25583.000000,25583.000000,25583.000000,25583.000000
8192,217869.582925,217869.582925,217869.582925,217869.582925,217869.582925,217869.582925,217869.582925,52555.000000,52555.000000,52555.000000,52555.000000,52555.000000,52555.000000,52555.000000
512,178861.847340,168241.377208,178861.847340,178861.847340,178861.847340,168241.377208,168241.377208,43235.000000,43235.000000,43235.000000,43235.000000,43235.000000,43235.000000,43235.000000
16,177469.670789,177469.670789,177469.670789,177469.670789,177469.670789,177469.670789,177469.670789,50618.000000,50618.000000,50618.000000,50618.000000,50618.000000,50618.000000,50618.000000
2,185734.503741,185734.503741,185734.503741,185734.503741,185734.503741,185734.503741,185734.503741,42857.000000,42857.000000,42857.000000,42857.000000,42857.000000,42857.000000,42857.000000
4096,247273.969663,230443.757685,217479.239572,230264.817914,247273.969663,217479.239572,217479.239572,45133.000000,45133.000000,45133.000000,45133.000000,45133.000000,45133.000000,45133.000000
64,160945.097201,160945.097201,160945.097201,160945.097201,160945.097201,160945.097201,160945.097201,44498.000000,44498.000000,44498.000000,44498.000000,44498.000000,44498.000000,44498.000000
128,167515.964809,167515.964809,167515.964809,167515.964809,167515.964809,167515.964809,167515.964809,45508.000000,45508.000000,45508.000000,45508.000000,45508.000000,45508.000000,45508.000000
4,196295.327069,151663.155598,151663.155598,151663.155598,196295.327069,151663.155598,151663.155598,27737.000000,36913.000000,36913.000000,36913.000000,27737.000000,36913.000000,36913.000000
256,177524.432324,177524.432324,177524.432324,177524.432324,177524.432324,177524.432324,177524.432324,45184.000000,45184.000000,45184.000000,45184.000000,45184.000000,45184.000000,45184.000000
2048,143997.253870,143997.253870,143997.253870,143997.253870,143997.253870,143997.253870,143997.253870,35485.000000,35485.000000,35485.000000,35485.000000,35485.000000,35485.000000,35485.000000
32,181362.127590,181362.127590,181362.127590,181362.127590,181362.127590,181362.127590,181362.127590,41417.000000,41417.000000,41417.000000,41417.000000,41417.000000,41417.000000,41417.000000
