frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
8,180717.978823,180717.978823,180717.978823,180717.978823,180717.978823,180717.978823,180717.978823,54511.000000,54511.000000,54511.000000,54511.000000,54511.000000,54511.000000,54511.000000
8192,205904.550872,157149.875822,117359.139631,117359.139631,205904.550872,118462.715139,117359.139631,20533.000000,22756.000000,35344.000000,35344.000000,20533.000000,35344.000000,35344.000000
64,178734.614826,178734.614826,178734.614826,178734.614826,178734.614826,178734.614826,178734.614826,38576.000000,38576.000000,38576.000000,38576.000000,38576.000000,38576.000000,38576.000000
65536,429115.457484,429115.457484,429115.457484,429115.457484,429115.457484,429115.457484,429115.457484,24181.000000,24181.000000,24181.000000,24181.000000,24181.000000,24181.000000,24181.000000
512,145799.412595,145799.412595,145799.412595,145799.412595,145799.412595,145799.412595,145799.412595,36996.000000,36996.000000,36996.000000,36996.000000,36996.000000,36996.000000,36996.000000
4,175565.776662,175565.776662,175565.776662,175565.776662,175565.776662,175565.776662,175565.776662,53358.000000,53358.000000,53358.000000,53358.000000,53358.000000,53358.000000,53358.000000
16,169743.599043,169743.599043,169743.599043,169743.599043,169743.599043,169743.599043,169743.599043,40237.000000,40237.000000,40237.000000,40237.000000,40237.000000,40237.000000,40237.000000
16384,5112.800505,5112.800505,5112.800505,5112.800505,5112.800505,5112.800505,5112.800505,2901.000000,2901.000000,2901.000000,2901.000000,2901.000000,2901.000000,2901.000000
1024,203947.290288,203947.290288,203947.290288,203947.290288,203947.290288,203947.290288,203947.290288,44575.000000,44575.000000,44575.000000,44575.000000,44575.000000,44575.000000,44575.000000
2,180566.780815,180566.780815,180566.780815,180566.780815,180566.780815,180566.780815,180566.780815,41477.000000,41477.000000,41477.000000,41477.000000,41477.000000,41477.000000,41477.000000
256,188913.630308,188913.630308,188913.630308,188913.630308,188913.630308,188913.630308,188913.630308,42441.000000,42441.000000,42441.000000,42441.000000,42441.000000,42441.000000,42441.000000
32,185969.284668,185969.284668,185969.284668,185969.284668,185969.284668,185969.284668,185969.284668,47722.000000,47722.000000,47722.000000,47722.000000,47722.000000,47722.000000,47722.000000
128,208901.403901,208901.403901,208901.403901,208901.403901,208901.403901,208901.403901,208901.403901,51283.000000,51283.000000,51283.000000,51283.000000,51283.000000,51283.000000,51283.000000
2048,200010.873324,200010.873324,200010.873324,200010.873324,200010.873324,200010.873324,200010.873324,40331.000000,40331.000000,40331.000000,40331.000000,40331.000000,40331.000000,40331.000000
4096,213607.563464,249562.206514,195565.672969,195565.672969,213607.563464,195565.672969,195565.672969,38511.000000,23663.000000,40817.000000,40817.000000,38511.000000,40817.000000,40817.000000
32768,620396.832296,620396.832296,620396.832296,620396.832296,620396.832296,620396.832296,620396.832296,34360.000000,34360.000000,34360.000000,34360.000000,34360.000000,34360.000000,34360.000000
