frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
64,168622.123623,168622.123623,168622.123623,168622.123623,168622.123623,168622.123623,168622.123623,37912.000000,37912.000000,37912.000000,37912.000000,37912.000000,37912.000000,37912.000000
8,178089.873365,178089.873365,178089.873365,178089.873365,178089.873365,178089.873365,178089.873365,52138.000000,52138.000000,52138.000000,52138.000000,52138.000000,52138.000000,52138.000000
8192,172733.851329,172733.851329,144922.199400,158612.399581,172733.851329,144922.199400,144922.199400,17215.000000,17215.000000,32068.000000,27614.000000,17215.000000,32068.000000,32068.000000
65536,272558.268268,272558.268268,272558.268268,272558.268268,272558.268268,272558.268268,272558.268268,70826.000000,70826.000000,70826.000000,70826.000000,70826.000000,70826.000000,70826.000000
4,188789.567469,188789.567469,188789.567469,188789.567469,188789.567469,188789.567469,188789.567469,43470.000000,43470.000000,43470.000000,43470.000000,43470.000000,43470.000000,43470.000000
16384,282431.037106,282431.037106,282431.037106,282431.037106,282431.037106,282431.037106,282431.037106,103992.000000,103992.000000,103992.000000,103992.000000,103992.000000,103992.000000,103992.000000
128,237289.018214,237289.018214,237289.018214,237289.018214,237289.018214,237289.018214,237289.018214,48389.000000,48389.000000,48389.000000,48389.000000,48389.000000,48389.000000,48389.000000
2048,167350.926412,167350.926412,167350.926412,167350.926412,167350.926412,167350.926412,167350.926412,41193.000000,41193.000000,41193.000000,41193.000000,41193.000000,41193.000000,41193.000000
32768,100032.539121,100032.539121,100032.539121,100032.539121,100032.539121,100032.539121,100032.539121,37711.000000,37711.000000,37711.000000,37711.000000,37711.000000,37711.000000,37711.000000
512,191641.175004,191641.175004,191641.175004,191641.175004,191641.175004,191641.175004,191641.175004,50239.000000,50239.000000,50239.000000,50239.000000,50239.000000,50239.000000,50239.000000
1024,235185.832941,235185.832941,235185.832941,235185.832941,235185.832941,235185.832941,235185.832941,52194.000000,52194.000000,52194.000000,52194.000000,52194.000000,52194.000000,52194.000000
2,178212.876883,178212.876883,178212.876883,178212.876883,178212.876883,178212.876883,178212.876883,50353.000000,50353.000000,50353.000000,50353.000000,50353.000000,50353.000000,50353.000000
256,193463.853864,193463.853864,193463.853864,193463.853864,193463.853864,193463.853864,193463.853864,45520.000000,45520.000000,45520.000000,45520.000000,45520.000000,45520.000000,45520.000000
16,193903.542196,193903.542196,193903.542196,193903.542196,193903.542196,193903.542196,193903.542196,43427.000000,43427.000000,43427.000000,43427.000000,43427.000000,43427.000000,43427.000000
4096,1635674.764533,804195.831975,804195.831975,202454.906130,1635674.764533,202454.906130,202454.906130,154761.000000,157535.000000,157535.000000,165595.000000,154761.000000,165595.000000,165595.000000
32,167042.009899,167042.009899,167042.009899,167042.009899,167042.009899,167042.009899,167042.009899,38867.000000,38867.000000,38867.000000,38867.000000,38867.000000,38867.000000,38867.000000
