frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
65536,4182.722080,4182.722080,4182.722080,4182.722080,4182.722080,4182.722080,4182.722080,1709.000000,1709.000000,1709.000000,1709.000000,1709.000000,1709.000000,1709.000000
8,209926.869443,209926.869443,209926.869443,209926.869443,209926.869443,209926.869443,209926.869443,49487.000000,49487.000000,49487.000000,49487.000000,49487.000000,49487.000000,49487.000000
8192,120968.098981,120968.098981,120968.098981,120968.098981,120968.098981,120968.098981,120968.098981,23906.000000,23906.000000,23906.000000,23906.000000,23906.000000,23906.000000,23906.000000
1024,103560.004143,103560.004143,103560.004143,103560.004143,103560.004143,103560.004143,103560.004143,38627.000000,38627.000000,38627.000000,38627.000000,38627.000000,38627.000000,38627.000000
2048,351109.643972,326928.554917,290436.634659,351109.643972,351109.643972,290436.634659,290436.634659,59412.000000,59412.000000,59412.000000,59412.000000,59412.000000,59412.000000,59412.000000
32768,129038.224538,129038.224538,129038.224538,129038.224538,129038.224538,129038.224538,129038.224538,52111.000000,52111.000000,52111.000000,52111.000000,52111.000000,52111.000000,52111.000000
4096,92016.852098,92016.852098,92016.852098,92016.852098,92016.852098,92016.852098,92016.852098,39931.000000,39931.000000,39931.000000,39931.000000,39931.000000,39931.000000,39931.000000
32,178431.775996,178431.775996,178431.775996,178431.775996,178431.775996,178431.775996,178431.775996,45935.000000,45935.000000,45935.000000,45935.000000,45935.000000,45935.000000,45935.000000
64,167302.379956,167302.379956,167302.379956,167302.379956,167302.379956,167302.379956,167302.379956,44805.000000,44805.000000,44805.000000,44805.000000,44805.000000,44805.000000,44805.000000
4,138318.745794,138318.745794,138318.745794,138318.745794,138318.745794,138318.745794,138318.745794,36812.000000,36812.000000,36812.000000,36812.000000,36812.000000,36812.000000,36812.000000
128,180622.186791,180622.186791,180622.186791,180622.186791,180622.186791,180622.186791,180622.186791,42985.000000,42985.000000,42985.000000,42985.000000,42985.000000,42985.000000,42985.000000
16,177304.984335,177304.984335,177304.984335,177304.984335,177304.984335,177304.984335,177304.984335,45571.000000,45571.000000,45571.000000,45571.000000,45571.000000,45571.000000,45571.000000
512,235307.686630,235307.686630,235307.686630,235307.686630,235307.686630,235307.686630,235307.686630,48973.000000,48973.000000,48973.000000,48973.000000,48973.000000,48973.000000,48973.000000
16384,294751.919531,294751.919531,294751.919531,294751.919531,294751.919531,294751.919531,294751.919531,67948.000000,67948.000000,67948.000000,67948.000000,67948.000000,67948.000000,67948.000000
2,143972.686295,143972.686295,143972.686295,143972.686295,143972.686295,143972.686295,143972.686295,36719.000000,36719.000000,36719.000000,36719.000000,36719.000000,36719.000000,36719.000000
256,195179.067871,195179.067871,195179.067871,195179.067871,195179.067871,195179.067871,195179.067871,42749.000000,42749.000000,42749.000000,42749.000000,42749.000000,42749.000000,42749.000000
