frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
8,145824.749940,145824.749940,145824.749940,145824.749940,145824.749940,145824.749940,145824.749940,46433.000000,46433.000000,46433.000000,46433.000000,46433.000000,46433.000000,46433.000000
2,183784.356478,183784.356478,183784.356478,183784.356478,183784.356478,183784.356478,183784.356478,36565.000000,36565.000000,36565.000000,36565.000000,36565.000000,36565.000000,36565.000000
8192,421498.223971,371599.750456,267787.565180,267787.565180,421498.223971,207243.079248,207243.079248,28418.000000,35763.000000,39548.000000,39548.000000,28418.000000,59980.000000,59980.000000
65536,12789.152943,12789.152943,12789.152943,12789.152943,12789.152943,12789.152943,12789.152943,10894.000000,10894.000000,10894.000000,10894.000000,10894.000000,10894.000000,10894.000000
1024,204510.079148,204510.079148,204510.079148,204510.079148,204510.079148,204510.079148,204510.079148,48717.000000,48717.000000,48717.000000,48717.000000,48717.000000,48717.000000,48717.000000
4096,173654.306722,173654.306722,173654.306722,173654.306722,173654.306722,173654.306722,173654.306722,45491.000000,45491.000000,45491.000000,45491.000000,45491.000000,45491.000000,45491.000000
16,184661.224785,184661.224785,184661.224785,184661.224785,184661.224785,184661.224785,184661.224785,55562.000000,55562.000000,55562.000000,55562.000000,55562.000000,55562.000000,55562.000000
512,191499.650470,191499.650470,191499.650470,191499.650470,191499.650470,191499.650470,191499.650470,51255.000000,51255.000000,51255.000000,51255.000000,51255.000000,51255.000000,51255.000000
16384,16294.834151,16294.834151,16294.834151,16294.834151,16294.834151,16294.834151,16294.834151,14778.000000,14778.000000,14778.000000,14778.000000,14778.000000,14778.000000,14778.000000
32768,10716.166012,10716.166012,10716.166012,10716.166012,10716.166012,10716.166012,10716.166012,3833.000000,3833.000000,3833.000000,3833.000000,3833.000000,3833.000000,3833.000000
4,175666.151700,175666.151700,175666.151700,175666.151700,175666.151700,175666.151700,175666.151700,44917.000000,44917.000000,44917.000000,44917.000000,44917.000000,44917.000000,44917.000000
2048,328493.169635,324270.463490,286785.401393,286785.401393,328493.169635,214439.246895,286785.401393,18970.000000,18970.000000,29408.000000,29408.000000,18970.000000,42779.000000,29408.000000
32,182145.168624,182145.168624,182145.168624,182145.168624,182145.168624,182145.168624,182145.168624,42471.000000,42471.000000,42471.000000,42471.000000,42471.000000,42471.000000,42471.000000
64,172366.038482,172366.038482,172366.038482,172366.038482,172366.038482,172366.038482,172366.038482,42499.000000,42499.000000,42499.000000,42499.000000,42499.000000,42499.000000,42499.000000
256,219751.833974,219751.833974,219751.833974,219751.833974,219751.833974,219751.833974,219751.833974,45526.000000,45526.000000,45526.000000,45526.000000,45526.000000,45526.000000,45526.000000
128,170570.616790,170570.616790,170570.616790,170570.616790,170570.616790,170570.616790,170570.616790,43984.000000,43984.000000,43984.000000,43984.000000,43984.000000,43984.000000,43984.000000
