frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
8,145963.298449,145963.298449,145963.298449,145963.298449,145963.298449,145963.298449,145963.298449,42907.000000,42907.000000,42907.000000,42907.000000,42907.000000,42907.000000,42907.000000
1024,260162.088585,260162.088585,260162.088585,260162.088585,260162.088585,260162.088585,260162.088585,50434.000000,50434.000000,50434.000000,50434.000000,50434.000000,50434.000000,50434.000000
256,158776.428789,158776.428789,158776.428789,158776.428789,158776.428789,158776.428789,158776.428789,40723.000000,40723.000000,40723.000000,40723.000000,40723.000000,40723.000000,40723.000000
4,148751.145364,148751.145364,148751.145364,148751.145364,148751.145364,148751.145364,148751.145364,36317.000000,36317.000000,36317.000000,36317.000000,36317.000000,36317.000000,36317.000000
64,187170.569457,187170.569457,187170.569457,187170.569457,187170.569457,187170.569457,187170.569457,63484.000000,63484.000000,63484.000000,63484.000000,63484.000000,63484.000000,63484.000000
32768,162884.915256,162884.915256,162884.915256,162884.915256,162884.915256,162884.915256,162884.915256,41842.000000,41842.000000,41842.000000,41842.000000,41842.000000,41842.000000,41842.000000
32,194133.018650,194133.018650,194133.018650,194133.018650,194133.018650,194133.018650,194133.018650,55850.000000,55850.000000,55850.000000,55850.000000,55850.000000,55850.000000,55850.000000
4096,181610.342547,181610.342547,181610.342547,181610.342547,181610.342547,182804.711545,181610.342547,38859.000000,38859.000000,38859.000000,38859.000000,38859.000000,38859.000000,38859.000000
65536,630393.007744,630393.007744,630393.007744,630393.007744,630393.007744,630393.007744,630393.007744,70195.000000,70195.000000,70195.000000,70195.000000,70195.000000,70195.000000,70195.000000
16,162862.326746,162862.326746,162862.326746,162862.326746,162862.326746,162862.326746,162862.326746,40443.000000,40443.000000,40443.000000,40443.000000,40443.000000,40443.000000,40443.000000
128,145567.462999,145567.462999,145567.462999,145567.462999,145567.462999,145567.462999,145567.462999,36643.000000,36643.000000,36643.000000,36643.000000,36643.000000,36643.000000,36643.000000
16384,204717.407291,204717.407291,204717.407291,204717.407291,204717.407291,204717.407291,204717.407291,51667.000000,51667.000000,51667.000000,51667.000000,51667.000000,51667.000000,51667.000000
512,183486.599135,183486.599135,183486.599135,183486.599135,183486.599135,183486.599135,183486.599135,46557.000000,46557.000000,46557.000000,46557.000000,46557.000000,46557.000000,46557.000000
2048,535362.207334,262765.609352,535362.207334,535362.207334,535362.207334,262765.609352,262765.609352,69956.000000,87659.000000,69956.000000,69956.000000,69956.000000,87659.000000,87659.000000
2,201448.463769,201448.463769,201448.463769,201448.463769,201448.463769,201448.463769,201448.463769,48396.000000,48396.000000,48396.000000,48396.000000,48396.000000,48396.000000,48396.000000
8192,616134.739341,616134.739341,616134.739341,616134.739341,616134.739341,616134.739341,616134.739341,69459.000000,69459.000000,69459.000000,69459.000000,69459.000000,69459.000000,69459.000000
