frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,21638126.533789,494309.000000,353462.000000
4,21527493.831222,491269.000000,543441.993248
8,21338974.504247,499566.000000,374854.484914
16,21854522.356078,492418.000000,531675.722674
32,21916492.192481,498436.000000,1024434.427654
64,22615875.942576,503052.000000,206029.327403
128,21193632.769815,478936.000000,1336360.468816
256,21780325.090364,500589.000000,759615.155575
512,22753038.431376,499875.000000,2147227.271692
1024,22319908.753757,501696.000000,3620795.916688
2048,20733255.391771,468865.000000,2090799.429031
4096,15608091.941812,423892.000000,3484003.775535
8192,19796068.852518,454923.000000,4795487.259643
16384,23277630.327561,515091.000000,4642031.508926
32768,21649281.563469,447815.000000,17414072.777271
65536,40478456.526701,647462.000000,28034238.877284
