frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,21466062.542637,496927.000000,572783.855425
4,21732014.194668,488829.000000,424167.085298
8,21272872.982382,496576.000000,313694.848579
16,21563577.471362,495951.000000,728923.935593
32,22968194.932034,521683.000000,839402.382933
64,22282497.441157,486928.000000,623681.771081
128,23667755.677455,510450.000000,1766020.158605
256,20654341.367634,478453.000000,22281.804505
512,21427514.852754,476024.000000,236001.842351
1024,24624338.542536,538268.000000,6573504.576341
2048,22571041.569183,496492.000000,5459069.446705
4096,18139869.468476,441240.000000,7139025.257128
8192,22262863.541719,488726.000000,6514830.324088
16384,10364584.226434,361287.000000,2511610.456894
32768,29783707.362555,558402.000000,15943511.474618
65536,38692521.248430,658108.000000,25096250.853078
