frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,21349830.942053,479104.000000,14759.432848
4,20871645.852695,488942.000000,41340.723591
8,21796729.111412,495413.000000,621077.342771
16,22046947.610630,510898.000000,193965.936574
32,22511386.439451,499890.000000,1230407.214447
64,23059451.103945,503710.000000,890305.615605
128,21951518.294592,496094.000000,1394666.412953
256,22371634.940548,488627.000000,1763068.562599
512,22277962.246609,495996.000000,3410425.474791
1024,24728364.503684,533732.000000,2882943.828423
2048,22042778.337621,502083.000000,3216444.724778
4096,22232262.992859,481116.000000,7670606.825168
8192,18450248.808488,426054.000000,6638503.943928
16384,27824599.219742,541771.000000,8743714.537541
32768,18456939.685821,397172.000000,5783276.937128
65536,20039412.858347,385297.000000,14502882.529736
