frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,20455656.275240,492643.000000,585048.291187
4,21590631.171427,494060.000000,721309.500450
8,22171695.188960,488680.000000,480113.909366
16,22089465.536545,501200.000000,685175.142686
32,21675978.019111,489341.000000,1097814.206589
64,21952749.817626,491382.000000,1256043.377004
128,22385999.816091,506009.000000,2219196.522771
256,21443169.368516,476618.000000,1701850.367900
512,21613707.551585,479088.000000,2151110.116494
1024,21524459.342906,494753.000000,1364449.801751
2048,24468539.595579,531766.000000,5359211.213016
4096,23875686.484021,536757.000000,6489158.722214
8192,22111002.071786,493325.000000,7742727.054529
16384,33363411.951481,605983.000000,13520020.586866
32768,20352359.833600,420762.000000,5850664.717259
65536,38940877.494665,676314.000000,26462604.594274
