frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,20725612.628058,511083.000000,89405.925693
4,22166801.059791,506170.000000,451926.129156
8,21058705.035370,477958.000000,590048.105481
16,21981145.167243,492674.000000,224373.411382
32,23003944.751923,506821.000000,1036123.361317
64,21233072.634072,486504.000000,724809.492528
128,22166079.109367,492959.000000,1125248.564302
256,22651909.896759,510863.000000,1811694.634335
512,23025933.448090,503274.000000,2522276.648796
1024,22463842.719077,505701.000000,4427230.833231
2048,21538550.100107,495251.000000,4062914.753417
4096,26277985.771316,528663.000000,4594640.419837
8192,22829649.773135,509050.000000,5749370.523956
16384,31706447.402969,586362.000000,5390653.477468
32768,37614374.749039,654546.000000,15453048.088092
65536,31162042.582505,580498.000000,22977078.835838
