frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,133435.772565,122849.000000,20.856654
4,135823.316168,81642.000000,318.366141
8,367145.874531,267295.000000,136.462449
16,102426.328935,61871.000000,133.731073
32,502862.710948,340429.000000,123.442294
64,102138.474803,59011.000000,135.690825
128,261262.961259,220453.000000,53.235327
256,204414.048791,121545.000000,5392.580644
512,332099.651003,295525.000000,491.540436
1024,156733.376525,139637.000000,7700.056623
2048,104597.166300,75085.000000,2876.699671
4096,94059.910084,39814.000000,11396.979556
8192,443418.365727,284965.000000,182701.549657
16384,107878.065829,85803.000000,42936.693038
32768,88155.495223,64060.000000,19245.423300
65536,61112.444175,35437.000000,0.000000
