frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,188274.405486,92364.000000,8.485281
4,384522.070545,288520.000000,75.352505
8,318470.146163,183229.000000,1375.751794
16,91199.903640,48072.000000,9.433981
32,82790.799984,57347.000000,113.296072
64,138221.710777,94274.000000,392.839662
128,164530.003033,107109.000000,1464.873715
256,167967.928138,90859.000000,97181.263137
512,635214.113017,288400.000000,198811.996195
1024,202390.281153,128459.000000,2741.331976
2048,162972.868230,111721.000000,45004.964126
4096,157914.563477,72394.000000,11298.887689
8192,276795.407570,123466.000000,101625.417603
16384,365930.326111,168000.000000,111122.466221
32768,170454.936681,84181.000000,111145.300580
65536,136659.835939,89331.000000,0.000000
