frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,220575.226633,168275.000000,85.182158
4,264937.350955,135312.000000,118.549568
8,449455.020602,303950.000000,21.236761
16,243767.398247,149711.000000,383.426655
32,314927.161480,258140.000000,7.000000
64,212735.760442,131540.000000,134.383779
128,252708.116953,202391.000000,4910.527568
256,225900.061609,188290.000000,1509.915892
512,336795.704642,202651.000000,37775.051780
1024,222344.513078,144588.000000,144708.052744
2048,176704.768671,139594.000000,34359.837791
4096,260203.298549,249630.000000,18023.463291
8192,271680.241506,241247.000000,14552.115551
16384,422506.856815,247013.000000,384978.864276
32768,237423.538170,192840.000000,114553.375969
65536,353932.204976,170038.000000,59828.048313
