frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,122214.450451,98716.000000,28.653098
4,208608.976662,127585.000000,50.783856
8,279373.204066,225856.000000,28.670542
16,202888.622222,161622.000000,423.675583
32,132906.454723,78253.000000,153.860326
64,87818.324790,51373.000000,2489.761234
128,419959.321065,192841.000000,1821.647057
256,108412.639300,74562.000000,11556.740587
512,148324.872806,120267.000000,1042.985618
1024,124410.890564,83556.000000,20759.726973
2048,159826.653121,95610.000000,80354.120380
4096,359441.489282,180357.000000,26046.816159
8192,261988.022593,207227.000000,60777.999046
16384,418584.528088,239697.000000,140700.567987
32768,488545.640922,254499.000000,136844.918473
65536,295098.924049,140863.000000,293721.364688
