frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,81950.850868,56986.000000,91.929321
4,368749.221230,225904.000000,52.230259
8,100566.156390,73406.000000,58.129167
16,87967.663741,68262.000000,124.145076
32,338741.382028,257431.000000,190.779978
64,368752.933605,232527.000000,1289.461128
128,166701.661878,85860.000000,206.934772
256,315781.855650,248739.000000,611.309251
512,119746.823866,80355.000000,585.387051
1024,512846.323360,297863.000000,41355.942898
2048,335252.271063,281591.000000,20802.214954
4096,372854.782430,219631.000000,53768.175299
8192,113570.607558,63620.000000,48006.835430
16384,377380.163107,202979.000000,26266.608727
32768,286935.761915,221843.000000,141837.382854
65536,576778.106423,278470.000000,504119.445385
