frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,537691.262942,265589.000000,26.400758
4,178861.606361,68314.000000,37.296112
8,326323.121461,198793.000000,64.791975
16,307636.656034,217767.000000,30.935417
32,483375.480274,264105.000000,102.640148
64,485021.071929,263376.000000,147.922277
128,621274.345383,284195.000000,858.885906
256,319505.795420,261368.000000,2100.234273
512,341060.560863,211349.000000,17749.401314
1024,442196.984044,265750.000000,1690.246432
2048,495657.109344,227895.000000,229376.564797
4096,247219.065149,82629.000000,64629.744012
8192,440052.947907,245047.000000,88085.385587
16384,377647.477974,129291.000000,254916.037104
32768,1402927.377365,192648.000000,1381965.247706
65536,1185025.112474,235117.000000,955570.411527
