frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,434732.860719,232730.000000,93.717661
4,333896.322218,139806.000000,4810.414119
8,1152858.160790,293611.000000,145.368497
16,592017.225895,244990.000000,7394.820147
32,768697.763300,226874.000000,721.587140
64,969616.563397,290751.000000,23598.946354
128,1138368.865332,275541.000000,1705.652075
256,969293.840735,284369.000000,212741.456766
512,1057262.140590,260895.000000,14578.126766
1024,912835.343413,291063.000000,25755.335661
2048,1289991.023689,296037.000000,507529.883020
4096,853203.474131,236448.000000,229048.842228
8192,1384734.212379,257378.000000,687372.856280
16384,1289815.900724,144163.000000,1264835.151046
32768,2466487.272417,295052.000000,1063969.938477
65536,317348.585310,69674.000000,0.000000
