frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,152524.846491,114094.000000,566.753033
4,118204.319168,78895.000000,57.349804
8,201196.860801,146696.000000,84.421561
16,137134.488160,117177.000000,23.937418
32,368541.744884,302098.000000,84.634508
64,231265.116786,181136.000000,351.579294
128,119430.424959,105304.000000,331.178200
256,426804.769177,354123.000000,1066.289829
512,368653.820266,249258.000000,4141.121104
1024,358967.040118,258236.000000,6518.305148
2048,148596.811729,115525.000000,3058.865966
4096,184930.037311,137620.000000,9779.307184
8192,343816.720244,235420.000000,52499.741723
16384,176165.270525,150594.000000,62398.158194
32768,94331.990210,67780.000000,21115.997016
65536,160350.076632,84241.000000,149396.999210
