frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,93096.624778,45433.000000,82.486363
4,75369.158016,29662.000000,172.745478
8,110166.084727,77331.000000,66.775744
16,297287.887984,192664.000000,4320.175575
32,174685.983980,108462.000000,1443.771450
64,476086.563964,332320.000000,462.371063
128,141376.746483,117397.000000,467.376722
256,337179.651904,194892.000000,915.395543
512,144077.950791,84181.000000,987.321629
1024,348927.286043,282180.000000,29478.892890
2048,234909.470052,145354.000000,22499.881155
4096,152853.659351,79522.000000,79783.671375
8192,257771.612896,111184.000000,101351.313282
16384,261003.671085,114459.000000,234478.037383
32768,713051.114063,246997.000000,612902.115538
65536,113081.594249,64412.000000,0.000000
