frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,234679.633266,136692.000000,52.782573
4,342855.928817,185798.000000,5422.075617
8,431441.696513,178429.000000,60.950800
16,479401.235362,279478.000000,38.729833
32,302258.221245,242971.000000,323.199629
64,308786.296184,176493.000000,729.349025
128,746656.457789,276145.000000,2911.000000
256,636565.725964,237379.000000,1095.555110
512,249361.994015,123170.000000,1270.469992
1024,702299.536692,291990.000000,178450.407427
2048,375842.402347,184226.000000,10054.147303
4096,446585.012703,266196.000000,39580.869672
8192,742431.929145,290058.000000,208471.288887
16384,1406279.151536,301630.000000,808198.745441
32768,336188.675287,125651.000000,174563.870881
65536,1093106.263271,210404.000000,861458.357486
