frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,836728.606592,276416.000000,15.000000
4,661154.622340,206863.000000,104.589674
8,797475.847409,267166.000000,77.006493
16,791934.674267,247978.000000,60.679486
32,554534.640008,239186.000000,109.690474
64,596211.082392,260124.000000,441.938910
128,1303577.533264,289652.000000,1798.231075
256,1255133.609446,303338.000000,10490.215489
512,1036110.645749,278944.000000,109602.763455
1024,777807.097961,271240.000000,29719.507533
2048,1771148.754724,287468.000000,481363.185177
4096,1363221.841557,296876.000000,485495.521686
8192,978837.865776,217330.000000,272141.686303
16384,444151.408448,83177.000000,142300.376307
32768,2212740.432327,264132.000000,1484437.117392
65536,1614323.282809,166852.000000,1583468.772515
