frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,1039624.264836,301617.000000,79.536155
4,651454.940032,258193.000000,70.398864
8,935827.134130,293565.000000,233.190909
16,584153.303510,196398.000000,503.767804
32,1006168.275769,267879.000000,534.001873
64,695618.928056,236903.000000,543.695687
128,815781.559491,251080.000000,2914.865177
256,1207858.784307,275642.000000,5665.095763
512,1069717.617376,277497.000000,134574.818822
1024,882575.711332,224035.000000,225507.216971
2048,1896067.080828,288772.000000,60746.227405
4096,1305184.747175,268164.000000,490119.549242
8192,1564883.555651,296566.000000,260342.669469
16384,1646713.215494,295385.000000,173053.656535
32768,32574.819109,8028.000000,0.000000
65536,2715325.760797,223865.000000,2131967.184631
