frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,273091.268795,233837.000000,64.923031
4,288212.978398,209993.000000,2140.660412
8,323709.780482,166508.000000,399.906239
16,417657.015088,263603.000000,121.979506
32,334926.310361,177967.000000,1118.798910
64,497233.466330,225371.000000,1135.300841
128,644513.595031,276022.000000,13989.070877
256,401819.647302,216920.000000,17558.188546
512,382419.586373,285010.000000,27104.224615
1024,769699.891962,308432.000000,139138.497394
2048,540952.179296,266893.000000,151590.956007
4096,474230.199495,267127.000000,210711.411993
8192,211744.426633,76628.000000,96955.251297
16384,1298927.836865,213137.000000,1098333.420322
32768,1061297.083780,218220.000000,635377.115691
65536,1216483.657917,209984.000000,1167233.327280
