frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,367732.266614,200692.000000,106.985980
4,492428.422999,242592.000000,115.472941
8,346658.814509,188068.000000,33.541020
16,324692.987233,186153.000000,10338.114770
32,334647.533275,160012.000000,99.819838
64,621901.178328,262993.000000,15242.276208
128,614516.458597,256378.000000,414.555183
256,599614.214728,268016.000000,7835.686696
512,522300.163034,303347.000000,5458.429994
1024,846780.142732,253900.000000,6792.930001
2048,432289.622333,224943.000000,56298.325961
4096,176441.108104,82895.000000,67199.194980
8192,371636.407657,164248.000000,206787.857124
16384,844701.098358,251962.000000,591067.101126
32768,382191.652762,168919.000000,184451.994251
65536,196959.451776,75301.000000,192401.496717
