frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,105189.132200,71130.000000,27.110883
4,117346.201080,104112.000000,176.439791
8,274892.058565,261970.000000,12.688578
16,272569.129956,249590.000000,172.632558
32,154567.377011,139728.000000,30.512293
64,92237.977656,53716.000000,2187.130997
128,84698.007539,56401.000000,233.766978
256,278466.771199,204504.000000,806.726720
512,346127.068393,287970.000000,7614.695332
1024,95386.219849,56703.000000,5460.239464
2048,323865.911099,241606.000000,93332.387412
4096,162156.718775,123130.000000,10238.598439
8192,145186.670556,89722.000000,7753.490827
16384,424522.307507,230980.000000,288596.088397
32768,175360.953781,100275.000000,132135.599688
65536,79352.056533,70727.000000,0.000000
