frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,173653.113099,148033.000000,39.560081
4,326493.236025,232950.000000,196.768900
8,344094.977213,254793.000000,21.886069
16,113587.884534,80711.000000,104.460519
32,177288.702361,127482.000000,49.658836
64,637420.956539,307062.000000,186.053756
128,316875.540108,214377.000000,4037.431981
256,168801.392364,95860.000000,14056.473313
512,397695.045980,299173.000000,865.253720
1024,218624.153860,190938.000000,1694.725346
2048,351222.120428,218936.000000,7749.414817
4096,638725.107383,323171.000000,68917.735983
8192,326913.975301,229070.000000,56450.231913
16384,562099.021627,253981.000000,28859.404342
32768,662991.872873,236609.000000,323936.885592
65536,284749.217096,147449.000000,238083.952578
