frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,66437.304792,25876.000000,33.436507
4,278845.006168,223233.000000,221.117616
8,314854.352792,248082.000000,50.626080
16,233870.560219,130545.000000,78.676553
32,123331.569341,63086.000000,828.413544
64,74653.057908,30125.000000,512.564142
128,241258.742741,163082.000000,268.048503
256,145612.705071,90082.000000,4324.379956
512,213421.273045,122764.000000,4077.434855
1024,256215.766921,165891.000000,95011.840231
2048,344261.781338,260979.000000,17129.490506
4096,679806.066241,301166.000000,61292.179550
8192,297218.058879,155652.000000,165261.771290
16384,581547.064854,164389.000000,501176.696904
32768,570216.613381,225340.000000,445988.820102
65536,109640.617410,83338.000000,0.000000
