frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,560354.122303,295536.000000,28.722813
4,222778.213704,161652.000000,46.840154
8,88837.502087,42085.000000,102.063706
16,79540.118054,63816.000000,238.895375
32,150972.157423,108110.000000,43.092923
64,234332.792018,153632.000000,65.176683
128,303856.210799,228967.000000,238.533017
256,113421.934788,92181.000000,347.608976
512,283973.396060,269495.000000,711.863751
1024,276470.250134,166477.000000,22428.163857
2048,486365.081129,436295.000000,974.306420
4096,229945.161886,200306.000000,1754.094923
8192,189338.555321,109152.000000,7364.278376
16384,128380.510164,93135.000000,24448.502367
32768,224414.255205,117844.000000,21348.605833
65536,367990.218056,232381.000000,46034.102804
