frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,211960.237656,191504.000000,28.178006
4,122881.818973,79173.000000,112.008928
8,274332.202036,179995.000000,3885.179790
16,302390.357270,215720.000000,3491.745266
32,158065.109901,97762.000000,91.629690
64,105006.989325,66409.000000,412.711764
128,285194.705668,176734.000000,4522.904266
256,197306.820141,110774.000000,330.277156
512,229706.860091,188470.000000,1894.100578
1024,666340.734911,302734.000000,7775.117298
2048,491753.931945,305147.000000,4123.521432
4096,508523.836673,243947.000000,250088.993156
8192,298764.293365,123267.000000,38708.489482
16384,369223.656298,188322.000000,247855.412997
32768,490514.897938,313300.000000,94484.082538
65536,698906.583834,222223.000000,577349.147228
