frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
2,270092.653782,269809.705891,269809.705891,269809.705891,269809.705891,269809.705891
4,380322.092689,380322.092689,380322.092689,380322.092689,380322.092689,380322.092689
16,468803.032117,468662.358621,468662.358621,468662.358621,468662.358621,468662.358621
8192,945293.072063,960610.826834,960610.826834,960610.826834,960610.826834,960610.826834
32768,783648.664418,787268.782382,787268.782382,787268.782382,787268.782382,787268.782382
8,771304.588442,773866.188208,773866.188208,773866.188208,773870.612359,773866.188208
32,778432.541392,778485.652639,778485.652639,778485.652639,778508.325483,778485.652639
128,932637.772277,938264.351569,938264.351569,938313.732492,938313.732492,938264.351569
256,965482.188360,967046.779642,967046.779642,967046.779642,967046.779642,967046.779642
64,1119146.814527,1123064.607695,1123064.607695,1123064.607695,1123064.607695,1123064.607695
512,832364.671660,833150.350952,833150.350952,833150.350952,833150.350952,833150.350952
1024,1202422.879106,1202422.879106,1202422.879106,1202422.879106,1202422.879106,1202422.879106
2048,1280862.039673,1284712.873919,1284712.873919,1284712.873919,1284712.873919,1261147.718883
4096,1541341.907059,1565594.020705,1566605.162846,1566605.162846,1566605.162846,1566605.162846
16384,1909555.770177,1935376.854328,1935376.854328,1935376.854328,1935376.854328,1908579.076232
65536,2279991.852431,2279991.852431,2279991.852431,2279991.852431,2279991.852431,2279991.852431
