frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
16384,631924.643101,631924.643101,631924.643101,631924.643101,631924.643101,631924.643101
4,218526.403466,218526.403466,218526.403466,218526.403466,218526.403466,218526.403466
8,441498.043831,441498.043831,441498.043831,441498.043831,441498.043831,441498.043831
8192,592232.418549,592232.418549,592232.418549,592232.418549,592232.418549,592232.418549
32,634034.622959,634034.622959,634034.622959,634034.622959,634034.622959,634034.622959
4096,881100.894473,881100.894473,881100.894473,881100.894473,881100.894473,881100.894473
2,353316.528594,353316.528594,353316.528594,353316.528594,353316.528594,353316.528594
16,707179.678302,707179.678302,707179.678302,707179.678302,707179.678302,707179.678302
1024,864973.129624,864973.129624,864973.129624,864973.129624,864973.129624,864973.129624
64,938941.742378,938941.742378,938941.742378,938941.742378,938941.742378,938941.742378
2048,874608.901867,874608.901867,874608.901867,874608.901867,874608.901867,874608.901867
128,1211293.427443,1213803.677566,1213803.677566,1213803.677566,1213803.677566,1213803.677566
256,1288609.025303,1288609.025303,1288609.025303,1288609.025303,1288609.025303,1288609.025303
512,1183431.128645,1183431.128645,1183431.128645,1183431.128645,1183431.128645,1183431.128645
65536,1248051.398962,1248051.398962,1248051.398962,1248051.398962,1248051.398962,1248051.398962
32768,1930407.740387,1930407.740387,1930407.740387,1930407.740387,1930407.740387,1897179.698946
