frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
4,327395.227174,327395.227174,327395.227174,327395.227174,327395.227174,327395.227174
2,357503.244850,357503.244850,357503.244850,357503.244850,357503.244850,357503.244850
8,521516.197688,521516.197688,521516.197688,521516.197688,521516.197688,521516.197688
65536,844836.654483,844836.654483,844836.654483,844836.654483,844836.654483,844836.654483
16,597065.201390,597065.201390,597065.201390,597065.201390,597065.201390,597065.201390
16384,410781.193991,409802.234890,409802.234890,409802.234890,410781.193991,409802.234890
32768,519882.313142,519881.718701,519881.718701,519881.718701,519881.718701,519881.718701
128,868741.614975,868741.614975,868741.614975,868741.614975,868741.614975,868741.614975
8192,671589.677535,672471.517784,672471.517784,672471.517784,672536.661881,672466.898313
32,790332.483790,790332.483790,790332.483790,790332.483790,790332.483790,790332.483790
1024,1000510.520620,1000510.520620,1000510.520620,1000510.520620,1000510.520620,1000510.520620
64,946923.257649,946923.257649,946923.257649,946923.257649,946923.257649,946923.257649
256,1016328.423447,1016328.423447,1016328.423447,1016328.423447,1016328.423447,1016328.423447
2048,807253.347238,807253.347238,807253.347238,807253.347238,807253.347238,807253.347238
4096,1168491.920643,1168491.920643,1168491.920643,1168491.920643,1168491.920643,1168491.920643
512,1216861.246002,1216861.246002,1216861.246002,1216861.246002,1216861.246002,1216861.246002
