frequency,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
16,382575.017872,23059.000000,382575.017872,23059.000000,382575.017872,23059.000000,382575.017872,23059.000000,382575.017872,23059.000000,382575.017872,23059.000000
1024,1034104.299581,27320.000000,1034104.299581,27320.000000,1034104.299581,27320.000000,1034104.299581,27320.000000,1034104.299581,27320.000000,1034104.299581,27320.000000
4,589859.560548,10492.000000,589859.560548,10492.000000,589859.560548,10492.000000,589859.560548,10492.000000,589859.560548,10492.000000,589859.560548,10492.000000
2048,876476.238677,16140.000000,876476.238677,16140.000000,876476.238677,16140.000000,876476.238677,16140.000000,876476.238677,16140.000000,876476.238677,16140.000000
32,658818.669031,25829.000000,658818.669031,25829.000000,658818.669031,25829.000000,658818.669031,25829.000000,658818.669031,25829.000000,658818.669031,25829.000000
16384,900963.437750,19522.000000,900963.437750,19522.000000,900963.437750,19522.000000,900963.437750,19522.000000,900963.437750,19522.000000,900963.437750,19522.000000
2,501754.442279,15553.000000,501754.442279,15553.000000,501754.442279,15553.000000,501754.442279,15553.000000,501754.442279,15553.000000,501754.442279,15553.000000
128,875835.319428,24494.000000,875835.319428,24494.000000,875835.319428,24494.000000,875835.319428,24494.000000,875835.319428,24494.000000,875835.319428,24494.000000
256,1073607.326494,19741.000000,1073607.326494,19741.000000,1073607.326494,19741.000000,1073607.326494,19741.000000,1073607.326494,19741.000000,1073607.326494,19741.000000
64,862428.336343,16654.000000,862428.336343,16654.000000,862428.336343,16654.000000,862428.336343,16654.000000,862428.336343,16654.000000,862428.336343,16654.000000
512,1268954.308863,27439.000000,1268954.308863,27439.000000,1268954.308863,27439.000000,1268954.308863,27439.000000,1268954.308863,27439.000000,1268954.308863,27439.000000
8192,1167109.333576,26337.000000,1167109.333576,26337.000000,1167109.333576,26337.000000,1167109.333576,26337.000000,1167109.333576,26337.000000,1147623.609979,63257.000000
8,963921.609284,27379.000000,963921.609284,27379.000000,963921.609284,27379.000000,963921.609284,27379.000000,963921.609284,27379.000000,963921.609284,27379.000000
65536,1059721.038535,31213.000000,1055283.365774,22439.000000,1055283.365774,22439.000000,1055283.365774,22439.000000,1049138.600851,27668.000000,1059721.038535,31213.000000
4096,2216688.627676,87628.000000,2253202.082373,38151.000000,2253202.082373,38151.000000,2253202.082373,38151.000000,2224739.920475,45624.000000,2216688.627676,87628.000000
32768,2272696.235000,75564.000000,2300006.282293,33481.000000,2300006.282293,33481.000000,2300006.282293,33481.000000,2273305.354723,62975.000000,2256169.491775,75564.000000
