frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
2,372138.526987,372138.526987,372138.526987,372138.526987,372138.526987,372138.526987
4,535847.324048,539288.997919,539288.997919,539288.997919,539288.997919,539288.997919
64,889623.320204,903858.160767,903858.160767,903858.160767,903858.160767,903858.160767
16,677994.700897,683385.138819,683508.188636,683508.188636,683514.196247,683508.188636
32,661006.033044,663312.976381,668637.034712,668637.034712,668637.034712,668637.034712
128,801451.324088,811447.071326,811447.071326,811447.071326,811447.071326,811447.071326
512,1004478.170657,1031329.815129,1034170.001356,1034170.001356,1034170.001356,1034170.001356
1024,1023509.251063,1051609.226757,1051609.226757,1051609.226757,1051610.356483,1051609.226757
8,1160945.557655,1167761.017558,1167761.017558,1167761.017558,1167761.017558,1167761.017558
4096,1240507.258517,1256122.805681,1278645.238421,1278645.238421,1278655.635456,1244447.971005
32768,1279770.434465,1346483.396258,1351682.545921,1351682.545921,1351682.545921,1283619.770705
2048,1419882.712063,1456316.748963,1456316.748963,1456316.748963,1456316.748963,1407254.418575
8192,1610220.711901,1643403.895070,1645611.891094,1645611.891094,1645527.224366,1563317.134404
256,1469107.408163,1493331.341951,1495919.570295,1495919.570295,1495919.570295,1438657.464030
16384,2028459.768801,2032018.144566,2032018.144566,2032018.144566,2031898.904378,1975545.190077
65536,1922050.271875,1946866.530977,1946866.530977,1946423.138121,1946423.138121,1926317.722671
